recommendationid,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_at_review,author_last_played,language,review,timestamp_created,timestamp_updated,voted_up,comment_count,steam_purchase,hidden_in_steam_china,review_id
148643512,76561198053415568,0,7,13037,7982,1698719714,english,"I played on launch and kinda stopped playing before I beat the game. Just picked it back up with 2.0 and Phantom Liberty... Honestly one of the best games I've ever played. Great story, great characters, great combat and game-play, the endings can be brutal and fit the cyberpunk feel. Can't wait to replay it differently next time.",1697943141,1697943141,True,0,True,True,148643512
148643508,76561198136252294,119,16,4417,2944,1698923153,english,fun game,1697943131,1697943131,True,0,True,True,148643508
148643371,76561197987840358,0,1,9522,9465,1698701622,english,"game was bad
now is good",1697942933,1697942933,True,0,True,True,148643371
148642235,76561198275526355,63,3,2607,2607,1697869799,english,great game,1697941272,1697941272,True,0,True,True,148642235
148642134,76561199522666510,108,3,503,447,1698014443,english,Fire!!! Must play,1697941134,1697941134,True,0,True,True,148642134
148642090,76561198255823987,0,9,2658,1772,1698877301,english,Just crucified a dude 10/10 best game,1697941074,1697941074,True,0,True,True,148642090
148642082,76561197999789446,0,31,1124,893,1698596528,english,"Never played CP2077 on release, started with 2.0.

Game is extremely fun. While its not the RPG that CDPR promised, as an action open world game its excellent. I am most impressed by the combat and how many approaches the game allows you to utilize (stealth, melee, rambo-style, netrunner) while in battle. It really makes each encounter very interesting and fun. I was also surprised by the amount of verticality the game allows you to use (once you unlock dashing and double jumping).

Presentation/sound is great but that was never an issue with CP2077.

Main story is interesting so far. Side quests are pretty ok, nothing crazy but there is enough variety to keep you going.

Perk system is great. This was my main gripe with the original launch of the game. While the RPG systems are light, there is enough customization here to give everyone a satisfying way of building your character.

Couple of things I don't like so far:
- even after 3 years of patches there is still buginess and jankiness here and there. Nothing gamebreaking but its still not a fully polished product - maybe a byproduct of all the 2.0 changes
- loot could be better - finding rare weapon is great but most of the time you are just picking up cash and crafting components off enemies
- speaking of loot the whole vanity outfit aspect is pointless. You never really see your character in 3rd person so spending time dressing it up is basically useless. My main issue with this is there is a ton of costume items in the world that have no stats at all and they just dilute the loot pool
- driving feels off - can't put my finger exactly why but it just doesn't feel satisfying

Overall still an excellent FPS open world game. Say what you will about CDPR but they did finally fix up the game to how it was (mostly) promised. Also ten times better than Starfield lol",1697941050,1697941050,True,0,True,True,148642082
148641599,76561198383924277,0,1,3856,2372,1698817946,english,good experience on steam deck,1697940371,1697940371,True,0,True,True,148641599
148641544,76561198049010800,0,2,4719,2935,1698892506,english,Very polished and rich game now,1697940301,1697940301,True,0,True,True,148641544
148641477,76561198026120540,0,8,3997,2262,1698887551,english,"Wake up, Samurai, we got a fuckin' city to burn!
Time I chromed the fuck up!",1697940177,1697940177,True,0,True,True,148641477
148641234,76561199123974547,47,1,2627,2627,1674365297,english,"With all of the new updates and additions to the game, I've had a lot of fun with it and haven't run into too many problems now. I can safely recommend this game for others after all the work the devs have put in.",1697939812,1697939812,True,0,True,True,148641234
148640865,76561198182217215,0,2,8828,4147,1698890694,english,the story mode was great didnt play it past story laggy as hell when I did that was when game first game out tho trying it out again now without the lagg incredible game,1697939232,1697939232,True,0,True,True,148640865
148640767,76561199270071228,0,2,2664,2058,1698515506,english,j,1697939075,1697939075,True,0,True,True,148640767
148640723,76561198152772204,101,5,13288,13237,1698614819,english,"Honestly one of the best games I've played, it has great mechanics and in my opinion has one of the best story lines out of all the games I play. It started out kind of rough but CD definitely got their crap together after a couple years of the game being out. Definitely would recommend that you buy it!",1697939023,1697939023,True,0,True,True,148640723
148640681,76561197971471347,0,16,55920,50278,1698927750,english,"I've waited a long time to review this game. After 820+ hours, many play-throughs and both using and making mods for this game I feel I can now express how I feel about it clearly and with some weight to my opinion.

Cyberpunk 2.x with Phantom Liberty is quite simply the best overall gaming experience I have ever had in my life. To put that in context, the first computer I had accessible to me for gaming on was an Apple ][e with a monochrome green monitor and my favourite game of the time was Loderunner.

Is Cyberpunk 2077 flawless? Hell no. However, it is a masterpiece of its time and deserves to be recognised as such.

CDPR have demonstrated that they are master storytellers capable of developing rich, believable characters that leave a lasting impression on you. They have taken the world imagined by Pondsmith and brought it to life with incredible fidelity.

The cast of voice actors is fantastic. Idris and Keanu both do fantastic jobs bringing their respective characters to life but the voice cast across the board is superb and matches the big names with ease (perhaps the only exception being MASC V who comes across very generic to me).

Pre 2.0 I would have said that Very Hard mode plus a plethora of mods to increase realism and difficulty were required to make the game good. Post 2.0 and having completed a ~180 hour play-through on Very Hard without mods I can say that the game now feels solid on it's own and no longer [i]requires[/i] mods to be worth playing. In fact I would now comfortably say it feels great. Personally I will still mod in a few realism options, but really that's now just a preference thing.

Despite the initial misstep around its release CDPR have remained committed to the game and eventually delivered well and truly with Phantom Liberty. It requires a decent computer to enjoy to its fullest but the headline tech like Ray Tracing is not required for that at all; it looks gorgeous regardless. I play on a Ryzen 5900X/RTX 3080 12GB/64GB RAM/Linux at 4K with no raytracing and DLSS on Balanced using a collection of optimal settings painstakingly curated by Hardware Unboxed as a baseline and this gives me a smooth as silk experience.

My top three play tips:
[olist]
[*]Treat Night City as a real place you live in and immerse yourself in it
[*]Limit map filter usage to Dynamic and Service Points to avoid approaching the game as a checklist of things to do or areas to clear
[*]Don't fast travel, instead learn to drive effectively
[/olist]

Cyberpunk 2077 is an expertly delivered story experience without agendas or pandering that rivals a well made movie whilst being far more engaging. Anyone with even a passing interest in near future dystopian fiction owes it to themselves to experience this game.",1697938967,1697982004,True,0,True,True,148640681
148640484,76561198078857253,88,17,4564,3759,1698863950,english,Ye,1697938683,1697938683,True,0,True,True,148640484
148640413,76561198158477444,179,27,10973,10843,1698729228,english,Johnny Silverhand,1697938588,1697938588,True,0,True,True,148640413
148640295,76561198146927509,200,15,6221,6048,1698881000,english,"""Cyberpunk is not about saving the world, It's about saving yourself""
10/10 game",1697938416,1697938416,True,0,True,True,148640295
148639737,76561198156446166,0,5,10372,10372,1694595558,english,"After the huge comeback rally and the 2.0 rework (how it was meant to be at launch), it truly became the best futuristic game and joined ''Top 10 of all time'' club.",1697937457,1697937457,True,0,True,True,148639737
148639644,76561198008628406,802,22,6192,6192,1697918626,english,for the next one can y'all make one ending that is not depressing? Just a thought.,1697937330,1697937330,True,0,True,True,148639644
148639495,76561198402749380,0,3,4558,3360,1698877877,english,"nice game
",1697937081,1697937081,True,0,True,True,148639495
148639344,76561199123644351,0,4,2166,1911,1698793832,english,Awsome with the 2.0 update,1697936770,1697936770,True,0,True,True,148639344
148639166,76561198021125231,0,10,23281,19883,1698874631,english,.,1697936462,1697936462,True,0,True,True,148639166
148639028,76561198976823472,0,1,3842,2088,1698672719,english,"Came from xbox, enjoyed the game when it was broken, and now i enjoy it better on pc and finished.",1697936226,1697936226,True,0,True,True,148639028
148639002,76561199174463677,0,6,5101,3995,1698902176,english,sex,1697936199,1697936199,True,0,True,True,148639002
148638770,76561198843110917,0,3,6516,5653,1698196821,english,"after the updates solid Ass game
",1697935864,1697935864,True,0,True,True,148638770
148638641,76561198897723002,37,4,1695,1299,1698618224,english,its awesome,1697935663,1697935663,True,0,True,True,148638641
148638330,76561199097036257,0,5,3023,3023,1695404676,english,Its good. I like it.,1697935162,1697935162,True,0,True,True,148638330
148638100,76561198060840138,0,13,6786,6786,1696500717,english,teh best,1697934769,1697934769,True,0,True,True,148638100
148637681,76561198430147141,0,6,2289,2248,1698034523,english,it got better,1697934173,1697934173,True,0,True,True,148637681
148637472,76561199377851988,0,3,3920,2179,1698913062,english,Nice,1697933838,1697933838,True,0,True,True,148637472
148636871,76561198104807979,0,42,3381,3381,1697931365,english,"Tried playing a few years earlier, but performance, crashes, and bugs made it hard to try amongst everything else at the time. 2.0 dropped, and I started my playthrough from the beginning, and just reached an ending in the base game. I really enjoyed my time with the game. I made a ninja build with a katana and throwing knives. The knives feel sooo good to land, but the katana makes things kind of easy/noisy, where it's just a lot of throwing yourself into combat, and it is chaos with very little strategy. The cyberware system and skill-tree allow for a pretty fun sandbox of options of playstyles to choose from, which is very cool to see.

The characters are decent, but there's really only two who've left a mark on me. It seemed like there's more of a focus on little moments before/after quests, where you get to chat with someone over a beer; those were really special. 

Important choices in the game felt few and far between, but they are there. I do appreciate the amount of times the game will just let me disagree/side with a person, or just kill someone during a quest - given the proper context in the moment - and have that choice matter.

The first-person cutscenes, in my opinion, are second to none. For the first few hours, I was impressed by them, but after awhile, I stopped thinking about it and just felt immersed. Games have since come out, and they've yet to reach this same bar. But, I mean, so did Cyberpunk 2077 when it came out lol, with all the t-posing going on. 

I got the game 50% off, and had no regrets. With the 2.0 stuff, I'd likely be okay with full price as well, but now I'm interested in buying the DLC and making some changes to my build to focus more on gunplay and hacking.",1697932881,1697932881,True,0,True,True,148636871
148636755,76561198211201403,62,14,5830,2350,1698515069,english,sex update when,1697932681,1697932681,True,0,True,True,148636755
148636411,76561199184035807,43,12,5093,4719,1698007698,english,its pretty good. i like the future,1697932122,1697932122,True,0,True,True,148636411
148636332,76561198113429520,223,5,6560,6560,1697926666,english,CORPO SCUM,1697931973,1697931973,True,0,True,True,148636332
148636250,76561199434772741,0,1,11883,9202,1698891316,english,its cool,1697931835,1697931835,True,0,True,True,148636250
148636124,76561197970665771,0,7,9318,8385,1698931251,english,"When this game first came out, it had some issues, sure. But those issues are things of the past now.

I'm on my third playthrough. The 2.0 update and Phantom Liberty DLC have done a lot to round out the experience. They've reworked the loot and skills for the better. I keep wanting to go back and try all these different builds for V, which I don't normally do in a game like this. The variety of endings you can get have also compelled me to go back and try different paths.

It may have taken a while for it all to come to fruition, but they (eventually) hit it out of the park with this one.",1697931656,1697931656,True,0,True,True,148636124
148635952,76561198039115308,0,4,11900,11900,1697930443,english,"This is a game like no other. The world it created managed to be vibrant, unique and different. 
I beat the base game at version 1.61 and did the DLC at version 2.01. Unfortunately those numbers do matter. I did not experience the bug filled mess that was launch. Its a much better experience now and only improving. The update did not melt my graphics card, but dialled back a lot of the RPG elements for more of an exciting experience where spending perk points and breaking levels felt meaningful and fun. 
Ultimately if you're used to shoot 'em up games, shooting will feel clunky. Compared to say a fallout game, the gun types, knives, mantis blades and nanowire were all interesting variations on combat. Ultimately I counted on smart guns, riccochets and being able to shoot through things to compensate for a less than ideal gun combat experience. 
Driving was worse than any GTA game, and honestly the part I liked least. Which is a shame because they spent so much time on cars, and hyped the heck out of car combat prior to the expansion launch.
Despite this they managed to build a dynamic virtual city and tell a badass cyberpunk story filled with compelling characters. There are a lot of false choices true, but there are many real ones and hidden ones that show up other places in interesting ways. Phantom liberty had 4 endings. The main game had 5 (now 6 wildly different endings) and yet if you rushed the main storyline and didn't do the rewarding side quests you can only choose the two worst of them.
Ultimately it was a fun gaming experience where there were choices in combat, choices in dialogue and solid characters behind them all. Until phantom liberty there were no cookie cutter side quests or fetch quests. Everything had a twist and an interesting reason for doing it that felt world consistent. And phantom liberty only added 2 radient quests, and much more of that.
It was a great gaming experience of the kind that only comes along every few years. A flawed masterpiece!",1697931385,1697931385,True,0,True,True,148635952
148635821,76561199446167296,0,1,2541,1245,1698864331,english,such a game👌,1697931216,1697931216,True,0,True,True,148635821
148635814,76561197968275774,123,3,5543,5536,1697931571,english,I didn't have issues on release minus a few T-Poses. Fits my genre and aesthetic. Made me happy and I enjoyed what it offered.,1697931209,1697931209,True,0,True,True,148635814
148635564,76561198031985659,0,2,5578,3527,1698791591,english,Awesome,1697930883,1697930883,True,0,True,True,148635564
148635060,76561198000427083,0,18,9304,6046,1698947614,english,"Now as good as Netflix spinoff show

Thank you CDPR for not giving up on Cyberpunk",1697930133,1697930133,True,0,True,True,148635060
148635000,76561199095588223,0,10,5477,5411,1698945391,english,best game i ever played,1697930038,1697930038,True,0,True,True,148635000
148634801,76561198060985932,0,118,3979,3543,1698885780,english,Nobody reads the reviews anyway so i'll just use this space to say you're gay.,1697929736,1697929736,True,0,True,True,148634801
148634763,76561198931602963,27,5,3011,3011,1698414339,english,hy79,1697929679,1697929679,True,0,True,True,148634763
148634631,76561198027999750,282,20,10792,10792,1697907145,english,"I fell in Love with this game. I'm so happy that i didn't have any experience with the game on the release (my PC setup was just too bad to even try to play this game) and started it just now with DLC release .

I can't say any bad word about the game. It has absolutely everything to keep you sucked in. Graphic, Gameplay, Story, Audio... It's just perfection (personaly best game i've ever played so far).

Gameplay wise everyone's gonna find a way to play this game for themselves. You can make so many different builds and approach the fight differently.

Story wise the game is so deep and your choices matters a lot and i personaly get attached to characters a lot of this game so some of the choices are very emotional.

All game i feel like i'm watching/playing in a movie. All of the cutscenes are so real and you can lose yourself.

I'm really sad that CDPR released this game the way they did and lots of peeps lost trust/not gonna play this game now... If the game was released the way it's now... It would have a chance to be GOTY (hard choice This or Baldur's Gate 3).

I recommend everyone this game and i hope that peeps who ditched it before, will give it a second chance.",1697929464,1697929464,True,0,True,True,148634631
148634196,76561197982913812,763,32,9790,7898,1698615012,english,Yes,1697928815,1697928815,True,0,True,True,148634196
148633829,76561198344301392,0,1,4953,1851,1698305348,english,"good
gA,E",1697928237,1697928237,True,0,True,True,148633829
148633597,76561198346859287,0,1,12339,10026,1698889279,english,"Always loved this game. Update 2.0 made it even better. If there was ever a time to play Cyberpunk 2077, it's now.",1697927880,1697927880,True,0,True,True,148633597
148633368,76561197970637077,236,16,3628,2899,1698180176,english,"I really didn't like it when it first came out, i played it then and quit halfway through. It's been what? 2, 3 years since then. The game is good now, can't pinpoint exactly why though, but the whole progression/skill tree path is more enjoyable for one, combat is more balanced and fleshed out. It's just overall better in every way and i'm happy it is finally worth it's value, even if it took a while.",1697927532,1697927682,True,0,True,True,148633368
148633122,76561198019146780,620,29,4414,3551,1698105650,english,"If you previously gave this game a go, and you thought it was bad, try again. The game is fixed.",1697927213,1697927213,True,0,True,True,148633122
148632302,76561197995528259,0,2,9497,5715,1698743037,english,"Solid
",1697926015,1697926015,True,0,True,True,148632302
148632245,76561198402288894,0,9,4621,4621,1697600283,english,happy ending,1697925928,1697925928,True,0,True,True,148632245
148632075,76561198804306756,298,29,11570,10447,1698876230,english,"honestly one of the best games to come out in the last 10 years. Especially with Phantom liberty, that expands the world by so much. must play!",1697925726,1697925726,True,0,True,True,148632075
148631952,76561198832507482,69,43,4463,4463,1697925302,english,"Played the game, made a ninja build, met all the characters, made all the wrong choices, then didn't figure out that I was screwing everything up in the story until the very end. And then I did the same in the DLC, that's talent. On my part, and on the Dev's.",1697925551,1697925551,True,0,True,True,148631952
148631937,76561198054834479,0,10,5654,5654,1697923490,english,"So tbh I am not big on writing reviews. However, this game certainly deserves one. I will start off by saying that this game is the #1 game I have ever played, and I have played a lot of games. I understand that the game had a rough start, but at least instead of being unfinished like a lot of games are now a days upon release, this game was complete, but  just was not very run-able at the start (lol). Now that those problems were fixed, this game was able to truly shine. In addition, the developers released update 2.0 and Phantom Liberty, making the game even better. 

It would take me a while to list everything amazing about the game, but here are a few that stood out to me:
- This game is extremely immersive and feels like you are the main character of a movie. Character interactions are extremely detailed and tailored. From the body language to the dialogue, every interaction feels like it is real and important. I really love the dialogue in this game especially. In addition, actions scenes and cut scenes really add to the story and helps the player to feel the emotions of their character
- World design is another way in which this game shines. I know that it is based off of a trpg and the developers did a fantastic job of bring that world to life. There is deep lore, history, and world development. The world also feels greater than yourself and has great world building.
- This ties into my first point but the story and side missions are all detailed and extremely impactful. They help develop a sense of the world and there are many different ways to tackle missions as well 
- like I said I could list points all day (combat, customization, variability in builds and game play mechanics, etc)

Overall, at least where the game is now, has set an industry standard and demonstrated what a top tier game is. I look forward to continuing to play, but also seeing more content over the years. Thanks to the developers for making this game!",1697925538,1697925538,True,0,True,True,148631937
148631783,76561199087879642,0,7,4025,2457,1698874487,english,nice nice but the endings are kinda not satisfactory,1697925363,1697925363,True,0,True,True,148631783
148630484,76561198819893632,0,2,1229,1029,1697935723,english,"slept on, had the game since release on console after the patches and me getting the pc port this is an amazing game, so much to do and so much depth with the characters. THE GAME ISNT THAT GLITCHY ANYMORE ITS PATCHED",1697923719,1697923719,True,0,True,True,148630484
148630353,76561198891515733,0,1,2087,821,1698880661,english,amazing game,1697923547,1697923547,True,0,True,True,148630353
148629121,76561198204567731,0,3,22294,22294,1693667886,english,"When I first played this game I was extremely disappointed, now with the updates it is one of my favorite games.",1697922101,1697922101,True,0,True,True,148629121
148629063,76561198250665162,88,5,3538,2491,1698186219,english,Incredibly addictive!,1697922000,1697922000,True,0,True,True,148629063
148628996,76561198097832091,73,1,4826,4736,1698090829,english,10/10,1697921880,1697921880,True,0,True,True,148628996
148628732,76561198089380514,0,4,27669,25239,1698947585,english,Nice!,1697921534,1697921534,True,0,True,True,148628732
148628502,76561198014797766,0,10,8983,8596,1697950343,english,"Graphics alone are worth it.
The story is extremely well-written in parts.
While they made it less fun, hacking in combat is still a cool unique mechanic.",1697921265,1697921265,True,0,True,True,148628502
148628416,76561199229436296,0,1,2448,1714,1698617765,english,"good base game. better with mods
",1697921147,1697921147,True,0,True,True,148628416
148628173,76561199028254315,0,2,4532,3853,1698165244,english,cyber boobies,1697920865,1697920865,True,0,True,True,148628173
148627858,76561197974712883,0,4,5591,4838,1698322253,english,"I hadn't played the game prior to Patch 2.0, so I can't compare now versus then.  It's a great game.  You can play many different ways and even respec some aspects in the middle of the game to try out a slightly different approach.  The story is engaging with some pretty good voice acting and characters you care about.  It's honestly one of the most enjoyable first person shooters I've ever played, even without the RPG elements which are pretty good on their own.",1697920458,1697920458,True,0,True,True,148627858
148626864,76561199154814437,0,7,30082,30044,1697957553,english,"Just absolutely love the game, can't really say more then that.",1697919324,1697919324,True,0,True,True,148626864
148626718,76561199487305684,0,1,11827,6087,1698938180,english,"they fixed it
",1697919169,1697919169,True,0,True,True,148626718
148625632,76561198818582550,67,39,2332,1590,1698033496,english,DON'T PUNCH FINGERS,1697917925,1697917925,True,0,True,True,148625632
148625619,76561198872981565,16,8,1984,1612,1698003769,english,"A very story rich game that when you play it for the first time your instantly hooked. 
I cant wait to get the new DLC 
100% recomend but pls buy it on sale if u can <3",1697917909,1697917909,True,0,True,True,148625619
148625553,76561199396092517,0,2,17849,17549,1697935092,english,more beautiful than Elden Ring.,1697917819,1697917819,True,0,True,True,148625553
148625447,76561198042408239,824,11,7083,4883,1698851566,english,It a good game,1697917704,1697917704,True,0,True,True,148625447
148625289,76561199115949854,0,1,9774,7224,1698946928,english,top game,1697917494,1697917494,True,0,True,True,148625289
148624863,76561199380065069,0,17,922,895,1698526638,english,"fun
",1697916974,1697916974,True,0,True,True,148624863
148624726,76561198166014809,0,1,5707,5707,1697857811,english,One of best games i've played.,1697916825,1697916825,True,0,True,True,148624726
148624285,76561198015649252,0,13,5102,4760,1698512211,english,"After the 2.0 release, this game is definitely now fine.

Get it when it's on sale.",1697916332,1697916332,True,0,True,True,148624285
148623893,76561198095598292,191,6,4325,3760,1698352085,english,judy is godlike,1697915915,1697915915,True,0,True,True,148623893
148622668,76561198367634431,0,4,12751,12751,1697914519,english,S'allrite,1697914567,1697914567,True,0,True,True,148622668
148622647,76561197996692671,0,8,2325,1268,1698947443,english,CyBeRnEtIcS,1697914542,1697914542,True,0,True,True,148622647
148621446,76561198120533356,0,27,1821,1503,1698135129,english,Couldn't play this before on my crappy laptop so not sure really how well the new patch is but i've really been enjoying this so far and it looks immaculate with RTX,1697913221,1697913221,True,0,True,True,148621446
148621140,76561198819394919,127,8,640,640,1695406517,english,"Have played last year, have played now. One of the best games I've played, feels like a GTA V more modern look-alike, but mods are what makes this game one of the best. Get a mod manager to make it easier, and spend 1 hour picking mods off the internet and 6 straight hours messing around. Get new vehicles, clothes, weapons, hardware, car modification shops, apartments, public transport systems, unlock the map's invisible walls and keep mission interior spaces open to be always accessible. The only loading screens you'll see in this game are save loading and fast traveling, virtually no door or elevator has a full on black screen, all elevators on the outside are see through with no loading screens, close to all doors leading to interiors have no loading screens. Game has improved a lot since last year, and i pretty much a complete game.
Small note: I haven't played the expansion yet.",1697912901,1697912901,True,0,True,True,148621140
148620599,76561198004802198,537,21,5033,5033,1697863370,english,"I got my money's worth out of this, though there are still some bugs needing ironing out as of my experience, especially around a few of the DLC side missions. My final playsession had a handful of times I had to reset to previous saves, but still the whole package is quite good now.",1697912261,1697912261,True,0,True,True,148620599
148620573,76561198073835681,99,22,2826,2826,1697876412,english,Panam Palmer.,1697912231,1697912231,True,0,True,True,148620573
148620285,76561198015887905,112,5,12992,12953,1698349950,english,After the patch 2.0 game is in a pretty good state. Highly recommend. That's how it should be released.,1697911891,1697911891,True,0,True,True,148620285
148620170,76561199092828358,0,1,2338,2145,1697991635,english,So I had this game on Xbox Series X but never played the game much. Recently I built a gaming PC and decided to get this game to test out my PC's power. It's an awesome game but sadly the main story is really short. I'm still playing the game to do the side quests before buying the DLC. But still do enjoy the game!,1697911772,1697911772,True,0,True,True,148620170
148620021,76561199080377321,36,7,4773,3042,1698793893,english,"Man, what a glow up this game has had",1697911590,1697911590,True,0,True,True,148620021
148620012,76561198037730368,155,7,3566,3397,1698819054,english,Get it. It's actually great now,1697911581,1697911581,True,0,True,True,148620012
148619677,76561198041265388,176,11,31155,26683,1698940486,english,yup,1697911223,1697911223,True,0,True,True,148619677
148619252,76561198255513488,0,1,6201,4323,1698537480,english,FINALLY. The game we all deserved,1697910768,1697910768,True,0,True,True,148619252
148619103,76561198004580004,874,22,669,30,1698178387,english,"It's good.

It was always good.

There were some technical issues at launch, sure, but what game this size didn't on release?

What we were asking, as gaming fans, of CD Project Red was impossible from the start. We were asking them to create the story immersion of The Witcher 3 with the variety of activities in Grand Theft Auto V and the open world exploration of The Elder Scrolls.

Yet despite it's flaws in direct comparison to each of those other games, alone what Cyberpunk 2077 achieves as an interactive experience is absolutely incredible.

I was only able to truly appreciate this after my expectations for Starfield were shattered, as they essentially delivered an 8 year old game with a new coat of paint, and yet worse in so many more ways.

I am so sorry CD Project Red for anything I may have done to fan those initial flames online with our disappointments, I had developed my own impossible vision for your game, and I couldn't appreciate it until now.

Cyberpunk 2077 is now a game that shares a status amongst my all time favorites, in that I've now purchased it across multiple platforms, multiple times, just to help ensure that the wheels of capitalism give you another chance to make an amazing game for us to experience.

Thank you CD Project Red. From the bottom of my heart, I'm sorry, and thank you.",1697910590,1697910590,True,0,True,True,148619103
148618666,76561198202434284,85,15,6340,6227,1697917442,english,Panam,1697910101,1697910101,True,0,True,True,148618666
148617926,76561198320351008,0,2,30289,28321,1698389659,english,much better,1697909299,1697909299,True,0,True,True,148617926
148617623,76561199261887100,104,2,2623,2262,1698491512,english,good game but cant kill random kids in the streets soo fucking unrealistic please add it in an update,1697908963,1697908963,True,0,True,True,148617623
148617195,76561198114781039,0,5,2524,2172,1698512386,english,best rpg i've played in a while,1697908529,1697908529,True,0,True,True,148617195
148617065,76561198420227507,0,1,5725,4953,1698010673,english,dont know how to say it but this game ....just diffrent and makes you feel alive,1697908393,1697908393,True,0,True,True,148617065
148616999,76561198312351386,0,6,5072,2787,1698885266,english,cuck game sucks,1697908310,1697908310,True,0,True,True,148616999
148616981,76561198096575184,0,1,9306,7568,1698723849,english,"I had an older PC and thus, played older games. But I broke down and built a new one for the release of Starfield. But that also opened up a lot of other newer game choices. So, I ought Cyberpunk as well. While I enjoyed Starfield, I am enjoying Cyberpunk much more.",1697908297,1697908297,True,0,True,True,148616981
148616812,76561198451361825,0,9,12028,10454,1698368754,english,10/10,1697908134,1697908134,True,0,True,True,148616812
148616668,76561199019936109,72,5,3331,2864,1698791296,english,Bought the game to try out new hardware. Played the game because it is bussin.,1697907988,1697907988,True,0,True,True,148616668
148616377,76561198867262269,65,2,5863,5558,1698935335,english,"Combat is so satisfying and fresh, one of the best i have seen. Story is pretty good, and the cybernetics are a new twist to the gear mechanic.

i play modded so i'm not mad about the frequent crashes, it comes with the territory, just waiting for another mod to fix them ",1697907670,1698431412,True,0,True,True,148616377
148615876,76561199489215384,0,1,31,31,1697234881,english,"when I got my hands on Cyberpunk 2077 right in 2020 for ps4, I was in for a wild ride! The game had me glued to the screen with its cool story and characters. Now, I'm super stoked about diving into pc version and Phantom Liberty dlc. Excited!!!",1697907143,1697907143,True,0,True,True,148615876
148615711,76561199453048909,0,1,3618,954,1698814881,english,gud,1697906982,1697906982,True,0,True,True,148615711
148615395,76561198216373407,0,5,2424,2082,1698425958,english,the game is finally good,1697906676,1697906676,True,0,True,True,148615395
148614882,76561198160316282,77,2,19213,15899,1698948044,english,"This game have many bug but it have a good gameplay ,story line and side quest",1697906188,1697906188,True,0,True,True,148614882
148614719,76561198985909798,63,6,8235,8000,1697918323,english,Since the DLC came out. Its amazing!!!!,1697906033,1697906033,True,0,True,True,148614719
148614640,76561198240813980,0,10,34381,31913,1698872243,english,The game has changed much since first launch and with the addition of phantom liberty this game is truly worth it.,1697905960,1697905960,True,0,True,True,148614640
148614223,76561199438670583,0,12,1354,260,1698882057,english,U LOOK LIKE A CUT A FUCKABLE MEAT-guy that killed rebecca,1697905544,1697905544,True,0,True,True,148614223
148613621,76561199155911692,19,2,2598,2146,1698508432,english,"Its very fun. Even after you ""complete"" the game there so much content to do like trying out the next 2 life paths or trying to get 100% on the game.Right now I am trying to buy all the cars and buy a new apartment but mi also completing all the side missions. I will 100% recommend this game for people that like games like GTA 5.",1697904959,1697904959,True,0,True,True,148613621
148613085,76561198127598040,0,8,332,236,1698460349,english,I've played this game pre-bugfix patches on the Xbox and while it's had a rough start it is certainly a more polished experience now.,1697904493,1697904493,True,0,True,True,148613085
148612801,76561197971771687,0,1,5940,5870,1697908678,english,good,1697904248,1697904248,True,0,True,True,148612801
148612777,76561198143126749,0,1,4212,1113,1698941045,english,"fun game, get to live out my fantasies of murder and corpo espionage",1697904223,1697904223,True,0,True,True,148612777
148611993,76561198029347066,0,21,4259,4195,1698014418,english,2.0 fixed it !!!!!,1697903556,1697903556,True,0,True,True,148611993
148611940,76561198879359433,104,1,3228,3104,1698229274,english,"""If I Want Your Body Ill Fck It""",1697903511,1697903511,True,0,True,True,148611940
148611423,76561198873361777,0,4,20899,19336,1698944109,english,"sex
- Scott the woz",1697902987,1697902987,True,0,True,True,148611423
148611236,76561198177194322,0,19,12238,11785,1698430052,english,"One of the best game I've played in my life, just buy it.",1697902800,1697902800,True,0,True,True,148611236
148611235,76561198140851132,55,12,2949,2949,1664716954,english,good game,1697902797,1697902797,True,0,True,True,148611235
148611187,76561197979964107,0,33,9844,9844,1697899882,english,Phantom Liberty was great.  This game is in amazing shape now and worth all the time in the world!,1697902738,1697902738,True,0,True,True,148611187
148611018,76561198977220759,0,6,18847,16385,1698947477,english,"keanu reaves
",1697902558,1697902558,True,0,True,True,148611018
148610577,76561198152621197,228,12,7945,7873,1697918062,english,Never Fade Away.,1697902076,1697902076,True,0,True,True,148610577
148609837,76561197999678109,196,11,13775,12356,1698421427,english,The world is filled with stuff to do that doesn't get too stagnant because you can keep switching up you cyberware. I've played for a little over 200 hours on one character now and I'm not even finished the main story line. 10/10,1697901290,1697901290,True,0,True,True,148609837
148609705,76561198447478102,135,80,1418,1318,1697908770,english,"panam gYATT :steamhappy::gman::gman::gman:
",1697901165,1697901165,True,0,True,True,148609705
